YearIncurred,totalIncurred,lossDescription,peril,yearsInsured,stateRisk,postcodeRisk,anzsic2_code,anzsic2_desc,anzsic4_code,anzsic4_desc,occupancy,locality,roofType,wallType,floorType,fireprotecAlarm,fireprotecBlanket,fireprotecFexting,fireprotecHose,fireprotecMonitored,fireprotecMthermal,fireprotecNmonitored,fireprotecNthermal,buildingSI
2015," 1,787.07 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,4,VIC,3181,42,Other Store-Based Retailing,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",PROPOWNER,SCENTREEXT,,,,N,N,N,N,N,N,N,N," 1,186,686.75 "
2014, 178.29 ,ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,4,SA,5118,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,498,482.21 "
2010," 3,079.89 ",MALICIOUS DAMAGE,Malicious Damage,0,VIC,3146,42,Other Store-Based Retailing,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",PROPOWNER,SCENTREEXT,,,,N,N,N,N,N,N,N,N," 561,052.87 "
2010, 497.53 ,MALICIOUS DAMAGE,Malicious Damage,0,NSW,2794,32,Construction Services,3233,Air Conditioning and Heating Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 273,189.19 "
2013, 661.39 ,MALICIOUS DAMAGE,Malicious Damage,2,VIC,3140,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 245,991.82 "
2013," 3,730.52 ",IMPACT,Impact by Third Party,2,NSW,2143,37,Other Goods Wholesaling,3734,Toy and Sporting Goods Wholesaling,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,231,772.49 "
2013," 6,838.05 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,NSW,2143,37,Other Goods Wholesaling,3734,Toy and Sporting Goods Wholesaling,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,217,966.75 "
2011," 3,681.93 ",IMPACT,Impact by Third Party,0,QLD,4280,39,Motor Vehicle and Motor Vehicle Parts Retailing,3921,Motor Vehicle Parts Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 472,526.36 "
2013, 722.35 ,"ESCAPE OF WATER PIPES, ETC",Water,2,QLD,4215,75,Public Administration,7510,Central Government Administration,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,421,316.93 "
2013," 2,226.40 ",IMPACT,Impact by Third Party,2,QLD,4220,37,Other Goods Wholesaling,3731,Furniture and Floor Covering Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 973,458.79 "
2010, 268.86 ,"ESCAPE OF WATER PIPES, ETC",Water,0,NSW,2450,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6922,Surveying and Mapping Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 426,043.08 "
2011," 3,622.63 ",BURGLARY,Malicious Damage,0,SA,5094,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 378,484.12 "
2013," 24,851.73 ",OTHER (WITH MANDATORY DESCRIPTION),Other Property Damage,2,QLD,4870,32,Construction Services,3222,Bricklaying Services,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 3,789,098.32 "
2010," 3,308.50 ",BURGLARY,Malicious Damage,0,QLD,4670,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 427,450.80 "
2014," 5,367.50 ",MALICIOUS DAMAGE,Malicious Damage,3,QLD,4285,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 309,803.90 "
2015," 12,991.02 ",Fire (Non-Natural Occurrence),Fire,4,QLD,4285,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 351,600.05 "
2010, 490.78 ,"ESCAPE OF WATER PIPES, ETC",Water,0,VIC,3065,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6950,Market Research and Statistical Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 736,171.71 "
2013, 885.59 ,THEFT,Malicious Damage,2,SA,5096,13,"Textile, Leather, Clothing and Footwear Manufacturing",1333,Cut and Sewn Textile Product Manufacturing,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 584,485.33 "
2011," 1,992.36 ",MALICIOUS DAMAGE,Malicious Damage,0,SA,5006,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 640,239.60 "
2013," 1,777.51 ",BURGLARY,Malicious Damage,2,SA,5006,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 726,020.50 "
2013, 0.01 ,IMPACT,Impact by Third Party,3,SA,5006,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 843,363.24 "
2015," 102,256.38 ",Overflow - Water,Water,4,QLD,4812,64,Auxiliary Finance and Insurance Services,6419,Other Auxiliary Finance and Investment Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 325,111.90 "
2013, 300.10 ,ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,VIC,3026,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,126,031.10 "
2011," 27,710.07 ","ESCAPE OF WATER PIPES, ETC",Water,0,QLD,4106,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,681,086.10 "
2012, 607.13 ,MALICIOUS DAMAGE,Malicious Damage,1,QLD,4106,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,953,050.51 "
2013, 719.41 ,ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,3,QLD,4106,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,853,228.38 "
2013," 4,247.06 ",MALICIOUS DAMAGE,Malicious Damage,2,SA,5154,85,Medical and Other Health Care Services,8533,Physiotherapy Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 324,817.58 "
2013, 396.25 ,ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,SA,5154,42,Other Store-Based Retailing,4244,Newspaper and Book Retailing,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 603,608.51 "
2014," 5,637.55 ","ESCAPE OF WATER PIPES, ETC",Water,3,SA,5606,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6970,Veterinary Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,192,446.58 "
2013, 492.10 ,ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,WA,6065,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6970,Veterinary Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 767,687.18 "
2010," 26,193.55 ",IMPACT,Impact by Third Party,0,VIC,3184,85,Medical and Other Health Care Services,8532,Optometry and Optical Dispensing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,382,479.11 "
2013," 3,339.73 ","ESCAPE OF WATER PIPES, ETC",Water,2,VIC,3056,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,427,570.03 "
2015," 17,628.35 ",IMPACT,Impact by Third Party,4,WA,6101,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 664,438.34 "
2013, 678.12 ,FUSION,Other Property Damage,2,VIC,3175,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 281,559.37 "
2011, 953.63 ,"ESCAPE OF WATER PIPES, ETC",Water,0,TAS,7001,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 353,373.13 "
2012," 18,706.52 ","ESCAPE OF WATER PIPES, ETC",Water,1,NSW,2580,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,189,937.85 "
2013," 234,910.82 ",FIRE,Fire,2,NSW,2077,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,072,161.81 "
2013," 1,008.77 ",OTHER (WITH MANDATORY DESCRIPTION),Other Property Damage,2,NSW,2077,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,155,745.99 "
2012," 36,740.56 ",IMPACT,Impact by Third Party,1,NSW,2077,29,"Waste Collection, Treatment and Disposal Services",2919,Other Waste Collection Services,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 292,113.38 "
2010, 857.25 ,OTHER (WITH MANDATORY DESCRIPTION),Other Property Damage,0,NSW,2650,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 315,014.71 "
2011," 6,694.13 ",IMPACT,Impact by Third Party,0,NSW,2650,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 325,709.05 "
2014," 3,350.22 ",Impact/damage by object/vehicle/person,Impact by Third Party,3,TAS,7320,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,176,959.18 "
2011," 4,084.77 ",IMPACT,Impact by Third Party,0,QLD,4107,20,Non-Metallic Mineral Product Manufacturing,2090,Other Non-Metallic Mineral Product Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 543,691.03 "
2015," 2,599.86 ",Impact/damage by object/vehicle/person,Impact by Third Party,5,VIC,3061,36,"Grocery, Liquor and Tobacco Product Wholesaling",3609,Other Grocery Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,923,289.30 "
2014," 14,230.77 ",FUSION,Other Property Damage,3,VIC,3061,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 330,082.41 "
2010," 450,129.87 ",FIRE,Fire,0,VIC,3020,14,Wood Product Manufacturing,1492,Wooden Structural Fitting and Component Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 405,726.51 "
2011," 1,772.57 ",IMPACT,Impact by Third Party,0,VIC,3020,14,Wood Product Manufacturing,1492,Wooden Structural Fitting and Component Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 492,379.86 "
2011," 3,786.45 ",FIRE,Fire,1,QLD,4119,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 643,754.13 "
2014," 2,272.80 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,3,NSW,2046,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 275,096.66 "
2015," 1,124.21 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,4,SA,5070,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,758,330.30 "
2013," 1,131.92 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3144,85,Medical and Other Health Care Services,8512,Specialist Medical Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 778,694.30 "
2011, 132.58 ,MALICIOUS DAMAGE,Malicious Damage,0,NSW,2430,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 496,828.13 "
2015," 2,365.31 ",Burglary (Forcible),Malicious Damage,4,QLD,4737,85,Medical and Other Health Care Services,8539,Other Allied Health Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 251,955.48 "
2013, 141.53 ,MALICIOUS DAMAGE,Malicious Damage,2,QLD,4870,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 754,808.84 "
2011," 22,923.88 ",IMPACT,Other Property Damage,0,VIC,3056,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 996,307.77 "
2015," 3,064.35 ",Accidental Loss or Damage,Accident Loss or Damage,4,QLD,4740,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,517,080.85 "
2013," 2,869.06 ",MALICIOUS DAMAGE,Malicious Damage,2,QLD,4510,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 586,057.09 "
2011," 3,997.44 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,0,SA,5033,60,Library and Other Information Services,6010,Libraries and Archives,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 599,143.19 "
2012, 803.43 ,IMPACT,Impact by Third Party,1,SA,5033,60,Library and Other Information Services,6010,Libraries and Archives,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 712,047.68 "
2011," 12,696.01 ",MALICIOUS DAMAGE,Malicious Damage,0,NSW,2565,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 158,334.00 "
2011," 2,487.32 ",BURGLARY,Malicious Damage,0,SA,5112,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,036,157.61 "
2012, 636.72 ,IMPACT,Impact by Third Party,1,SA,5112,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,148,583.12 "
2012," 1,663.92 ",MALICIOUS DAMAGE,Malicious Damage,1,SA,5112,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,173,519.30 "
2012," 4,680.16 ",BURGLARY,Malicious Damage,1,SA,5112,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,189,470.30 "
2014, 539.88 ,ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,3,WA,6000,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,862,736.11 "
2011, 666.54 ,"ESCAPE OF WATER PIPES, ETC",Water,0,SA,5061,42,Other Store-Based Retailing,4241,Sport and Camping Equipment Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 384,236.58 "
2011, 803.70 ,IMPACT,Impact by Third Party,0,SA,5045,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 764,604.43 "
2013," 1,055.51 ",IMPACT,Impact by Third Party,2,SA,5045,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 904,554.54 "
2013," 6,170.86 ",IMPACT,Impact by Third Party,2,SA,5045,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 794,183.78 "
2014," 3,085.22 ","ESCAPE OF WATER PIPES, ETC",Water,3,SA,5045,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,000,891.84 "
2012," 2,204.23 ",IMPACT,Impact by Third Party,1,QLD,4880,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 313,952.25 "
2014," 2,106.36 ",MALICIOUS DAMAGE,Malicious Damage,3,SA,5000,95,Personal and Other Services,9533,Parking Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 6,625,817.71 "
2011," 1,335.50 ",IMPACT,Impact by Third Party,0,NSW,2640,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 480,929.59 "
2011," 3,516.29 ","ESCAPE OF WATER PIPES, ETC",Water,0,VIC,3931,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 513,077.20 "
2012," 7,479.21 ",FIRE,Fire,2,VIC,3121,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 514,258.19 "
2011," 1,012.73 ",MALICIOUS DAMAGE,Malicious Damage,0,VIC,3803,34,Machinery and Equipment Wholesaling,3494,Other Electrical and Electronic Goods Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,534,442.40 "
2012," 4,089.36 ",FIRE,Fire,1,SA,5031,33,Basic Material Wholesaling,3319,Other Agricultural Product Wholesaling,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 264,728.70 "
2013," 1,935.75 ",FIRE,Fire,1,QLD,4118,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6931,Legal Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 308,193.18 "
2013," 1,084.16 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,1,WA,6714,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 4,331,478.66 "
2015," 11,607.15 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,3,WA,6714,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 4,522,126.74 "
2013," 49,690.88 ",IMPACT,Impact by Third Party,1,VIC,3046,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,082,764.99 "
2015," 30,829.85 ",IMPACT,Impact by Third Party,4,VIC,3016,67,Property Operators and Real Estate Services,6720,Real Estate Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 578,659.80 "
2011," 1,152.88 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,0,VIC,3032,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 585,440.72 "
2013," 3,386.03 ",MALICIOUS DAMAGE,Malicious Damage,1,QLD,4350,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6931,Legal Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 579,330.99 "
2012," 2,036.87 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2147,37,Other Goods Wholesaling,3734,Toy and Sporting Goods Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 751,424.48 "
2013," 3,942.89 ",IMPACT,Impact by Third Party,2,QLD,4650,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 719,321.29 "
2013," 4,873.63 ",BURGLARY,Malicious Damage,2,NSW,2750,67,Property Operators and Real Estate Services,6720,Real Estate Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 503,608.71 "
2013," 6,876.89 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,VIC,3061,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,3505,Motor Vehicle Dismantling and Used Parts Wholesaling,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 301,914.44 "
2012," 2,927.63 ",IMPACT,Impact by Third Party,1,VIC,3020,34,Machinery and Equipment Wholesaling,3494,Other Electrical and Electronic Goods Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 397,949.17 "
2011," 4,611.31 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,0,QLD,4717,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 129,358.87 "
2012," 1,901.49 ","ESCAPE OF WATER PIPES, ETC",Water,0,VIC,3175,22,Fabricated Metal Product Manufacturing,2223,Architectural Aluminium Product Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 231,888.72 "
2015," 3,747.97 ",Accidental Loss or Damage,Accident Loss or Damage,4,QLD,4343,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 5,065,081.71 "
2013," 4,242.39 ",FUSION,Other Property Damage,1,QLD,4814,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 5,602,201.28 "
2012, 699.16 ,IMPACT,Impact by Third Party,1,VIC,3820,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 420,851.25 "
2011, 796.27 ,MALICIOUS DAMAGE,Malicious Damage,0,VIC,3820,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 543,635.77 "
2013," 1,438.68 ",MALICIOUS DAMAGE,Malicious Damage,2,WA,6060,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 186,582.26 "
2013," 2,337.17 ",MALICIOUS DAMAGE,Malicious Damage,2,WA,6060,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 328,936.89 "
2015, 416.82 ,Malicious Damage / Vandalism (Not Tenant),Malicious Damage,4,WA,6060,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 305,828.33 "
2012, 926.67 ,OTHER (WITH MANDATORY DESCRIPTION),Other Property Damage,0,NSW,2115,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 526,979.01 "
2015," 3,921.60 ",IMPACT,Impact by Third Party,3,QLD,4011,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6924,Other Specialised Design Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 477,287.14 "
2012, 576.40 ,IMPACT,Impact by Third Party,1,SA,5245,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 645,468.05 "
2014," 3,873.64 ","ESCAPE OF WATER PIPES, ETC",Water,3,SA,5245,42,Other Store-Based Retailing,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 750,554.35 "
2014," 1,693.37 ",BURGLARY,Malicious Damage,2,NSW,2830,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 336,943.64 "
2015," 14,342.89 ",Accidental Loss or Damage,Accident Loss or Damage,4,NSW,2204,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,326,858.97 "
2014, 554.74 ,IMPACT,Impact by Third Party,2,NSW,2444,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 479,996.21 "
2013," 19,263.61 ",FIRE,Fire,1,VIC,3011,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 763,247.42 "
2011, 116.14 ,MALICIOUS DAMAGE,Malicious Damage,0,VIC,3350,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 511,013.18 "
2012," 31,865.67 ",FIRE,Fire,1,QLD,4105,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,3504,Motor Vehicle New Parts Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 763,087.78 "
2012," 4,027.70 ",MALICIOUS DAMAGE,Malicious Damage,1,WA,6530,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 235,944.42 "
2012," 1,957.51 ",MALICIOUS DAMAGE,Malicious Damage,0,VIC,3201,22,Fabricated Metal Product Manufacturing,2240,Sheet Metal Product Manufacturing (except Metal Structural and Container,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,495,320.59 "
2011," 3,800.27 ",FIRE,Fire,0,NSW,2207,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 923,267.57 "
2012, 646.26 ,MALICIOUS DAMAGE,Malicious Damage,1,VIC,3070,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 314,934.46 "
2012," 9,813.19 ",MALICIOUS DAMAGE,Malicious Damage,1,QLD,4210,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 340,321.26 "
2012," 30,880.39 ",FIRE,Fire,1,NSW,2147,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 287,809.13 "
2013," 1,335.30 ","ESCAPE OF WATER PIPES, ETC",Water,2,VIC,3053,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 783,454.89 "
2014," 1,794.42 ",IMPACT,Impact by Third Party,3,VIC,3067,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 916,217.13 "
2012," 1,152.27 ",IMPACT,Impact by Third Party,1,NSW,2033,37,Other Goods Wholesaling,3739,Other Goods Wholesaling n.e.c.,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 793,741.16 "
